StoneAge GameTime 2001 library supplementary-material probe — R1
SCOPE|public-catalog-metadata-only|no-book-or-cd-payload-download
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=스톤에이지|text=경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경 그림 오프라인 : 1개 판 : 2017 1 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=게임타임|text=0) 멀티미디어/비도서 (6) 악보/녹음자료 (1) 시청각자료 (5) 발행시기 2021-2030 (4) 2011-2020 (9) 2001-2010 (3) 주제별 문학 (4) 예술 (12) 언어 Korean (10) English (5) 언어불명 (1) 확인 일반도서 결과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=5) 발행시기 2021-2030 (4) 2011-2020 (9) 2001-2010 (3) 주제별 문학 (4) 예술 (12) 언어 Korean (10) English (5) 언어불명 (1) 확인 일반도서 결과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=별 문학 (4) 예술 (12) 언어 Korean (10) English (5) 언어불명 (1) 확인 일반도서 결과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서.
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편]
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경 그림 오프라인 : 1개 판 : 2017 1 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경 그림 오프라인 : 1개 판 : 2017 1 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경 그림 오프라인 : 1개 판 : 2017 1 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 잡지/학술지 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 멀티
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경 그림 오프라인 : 1개 판 : 2017 1 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 잡지/학술지 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 멀티미디어/비도서 결과 6 건 + 모두보기 --> 예술 Remember 2002 : 이 시대에 꼭 기억해야 할 팝 음악을 한자리에... / Universal Music [편] 오프
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=없습니다. + 모두보기 잡지/학술지 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 멀티미디어/비도서 결과 6 건 + 모두보기 --> 예술 Remember 2002 : 이 시대에 꼭 기억해야 할 팝 음악을 한자리에... / Universal Music [편] 오프라인 : 1개 판 : 2011 1 개 도서관 소장 예술 [블루레이] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / directed by Joel Crawford 오프라인 : 2개 판 : 2021 146 개 도서관 소장 예술 [DVD] 크루즈 패밀리 : 뉴 에이지 / 조엘 크
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=건 + 모두보기 --> 예술 Remember 2002 : 이 시대에 꼭 기억해야 할 팝 음악을 한자리에... / Universal Music [편] 오프라인 : 1개 판 : 2011 1 개 도서관 소장 예술 [블루레이] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / directed by Joel Crawford 오프라인 : 2개 판 : 2021 146 개 도서관 소장 예술 [DVD] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리. [2]. 뉴 에이지 / 커크 드 미코
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=[편] 오프라인 : 1개 판 : 2011 1 개 도서관 소장 예술 [블루레이] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / directed by Joel Crawford 오프라인 : 2개 판 : 2021 146 개 도서관 소장 예술 [DVD] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리. [2]. 뉴 에이지 / 커크 드 미코;크리스 샌더스 [공]감독 오프라인 : 1개 판 : 2019 2 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / directed by Joel Crawford 오프라인 : 2개 판 : 2021 146 개 도서관 소장 예술 [DVD] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리. [2]. 뉴 에이지 / 커크 드 미코;크리스 샌더스 [공]감독 오프라인 : 1개 판 : 2019 2 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 + 모두보기 대학도서관 종합목록 결과 0 건 + 모두보기 --> 자료가
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=wford 오프라인 : 2개 판 : 2021 146 개 도서관 소장 예술 [DVD] 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리. [2]. 뉴 에이지 / 커크 드 미코;크리스 샌더스 [공]감독 오프라인 : 1개 판 : 2019 2 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 + 모두보기 대학도서관 종합목록 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 우편번호 06579 서울시 서초구 반포대로 201(반포동) 대표전화 : 02-590-6220, 02-590-0626
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=소장|text=/ 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 예술 크루즈 패밀리. [2]. 뉴 에이지 / 커크 드 미코;크리스 샌더스 [공]감독 오프라인 : 1개 판 : 2019 2 개 도서관 소장 예술 크루즈 패밀리 : 뉴 에이지 / 조엘 크로포드 감독 오프라인 : 1개 판 : 2021 1 개 도서관 소장 + 모두보기 대학도서관 종합목록 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 우편번호 06579 서울시 서초구 반포대로 201(반포동) 대표전화 : 02-590-6220, 02-590-0626 팩스 : 02-590-6335 Copyrightⓒ National Library of Korea. All ri
SNIPPET|source=kolis-standardNumber-스톤 에이지|token=제어번호|text=--> 발행자 부분일치 완전일치 전방일치 --> 검색제한 --> 표준부호 ISBN ISSN 분류기호 KDC(한국십진분류법) KDCP(한국십진분류표-박봉석편) DDC(듀이십진분류법) CEC(조선총독부신서부분류표) CWC(조선총독부 양서부분류표) COC(조선총독부고서부분류표) 분류기호참조 발행시기 --> 발행시기 부터 까지 제어번호 UB US UD UW 자료유형 일반도서 잡지/학술지 학위논문 비도서/멀티미디어 디지털신문 --> 다른기관검색 국내외 주요 기관의 자료를 한번의 질의입력 및 검색으로 원하는 자료를 확인할 수 있습니다. KERIS 종합목록 국회도서관 전체 제목 저자 발행자 발행시기 ~ 분류기호 검색 분류기호 검색 영역 분류기호명: 닫기 전
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=스톤 에이지 / 게임타임 [편]
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=스톤에이지 / 시공사 단행본팀 편
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=(코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=스톤에이지 .2 / 김정욱 글;이세경 그림
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=(코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=(코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=(코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림
LINK|source=kolis-standardNumber-스톤 에이지|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=standardNumber&tab=ALL#detail|label=( 스톤에이지 )에덴신대륙 / 시공사 [편]
